date,        Domestic,        Foreign,        Subsidies,        Transfers Abroad,        Transfers To Households,        Transfers To Local Governments,        Transfers To Nonprofit Institutions,      Acquisition of Capital Assets,      Capital Transfers,      Expen. on Goods and Services,      Interest Payments,      NFPE Special Acct＇s Capital Exp.,      NFPE Special Acct＇s Current Exp.,      Purchases of Land & Intangible Assets,      Purchases of Stocks,      Subsidies & Other Current Transfers,    Capital Expenditure,    Current Expenditure,    Income. Profits & Capital Gains,    Tax on Goods & Services(incl. V.A.T),    Taxes on Property,  Non-tax Revenue,  Social Security Contributions,  Total Expenditure,  Total Tax Revenues,Balance,Capital Revenue,Current Revenues,Net Lending(incl. Net Acquisition),Total Exp. & Net Lending,Total Revenues
2024/05,"7,335.0",0.0,512.0,"1,619.0","55,492.0","106,219.0","47,109.0","5,020.0","13,677.0","37,573.0","7,335.0",64.0,"2,959.0","1,525.0",0.0,"210,951.0","20,287.0","258,818.0","79,812.0","48,581.0","9,381.0","50,605.0","40,166.0","279,105.0","151,048.0","-52,157.0","1,083.0","241,819.0","15,954.0","295,059.0","242,902.0"
2024/06,"12,578.0",0.0,592.0,"1,741.0","65,139.0","123,629.0","55,187.0","7,184.0","16,778.0","48,423.0","12,578.0",116.0,"3,455.0","1,792.0",0.0,"246,289.0","25,869.0","310,746.0","88,787.0","52,577.0","11,809.0","60,076.0","47,526.0","336,615.0","168,557.0","-75,970.0","2,090.0","276,159.0","17,604.0","354,219.0","278,250.0"
2024/07,"12,989.0",0.0,653.0,"1,827.0","75,687.0","137,438.0","58,593.0","7,824.0","17,161.0","53,716.0","12,989.0",142.0,"3,567.0","1,876.0",0.0,"274,198.0","27,003.0","344,471.0","101,094.0","76,977.0","13,388.0","70,583.0","54,740.0","371,474.0","208,818.0","-52,343.0","2,317.0","334,141.0","17,327.0","388,801.0","336,459.0"
2024/08,"13,263.0",0.0,746.0,"1,951.0","85,848.0","151,101.0","61,636.0","8,416.0","18,004.0","59,421.0","13,263.0",175.0,"3,689.0","1,976.0",0.0,"301,281.0","28,571.0","377,654.0","122,608.0","74,650.0","15,484.0","76,526.0","62,599.0","406,225.0","232,212.0","-50,354.0","2,508.0","371,337.0","17,974.0","424,198.0","373,845.0"
2024/09,"20,145.0",0.0,"1,181.0","2,028.0","96,790.0","163,730.0","63,359.0","9,451.0","18,767.0","67,230.0","20,145.0",207.0,"4,155.0","2,140.0",0.0,"327,087.0","30,564.0","418,616.0","139,483.0","77,863.0","16,946.0","85,502.0","69,911.0","449,180.0","255,299.0","-52,888.0","2,811.0","410,711.0","17,230.0","466,410.0","413,522.0"
2024/10,"20,414.0",0.0,"1,226.0","2,136.0","106,488.0","176,627.0","66,267.0","10,076.0","19,639.0","73,251.0","20,414.0",231.0,"4,528.0","2,211.0",0.0,"352,743.0","32,158.0","450,936.0","152,343.0","100,193.0","18,276.0","96,419.0","77,303.0","483,094.0","293,567.0","-30,464.0","3,035.0","467,288.0","17,693.0","500,788.0","470,323.0"
2024/11,"20,675.0",0.0,"1,402.0","2,266.0","118,120.0","190,754.0","69,207.0","10,838.0","20,816.0","79,353.0","20,675.0",265.0,"4,984.0","2,331.0",0.0,"381,749.0","34,251.0","486,761.0","169,447.0","101,325.0","20,225.0","106,621.0","85,187.0","521,012.0","315,719.0","-28,180.0","3,465.0","507,526.0","18,159.0","539,172.0","510,991.0"
2024/12,"26,310.0",0.0,"2,160.0","2,597.0","134,116.0","202,801.0","75,969.0","12,212.0","21,815.0","93,217.0","26,310.0",383.0,"5,688.0","2,845.0",0.0,"417,643.0","37,254.0","542,859.0","179,929.0","105,610.0","24,243.0","126,787.0","92,802.0","580,113.0","336,532.0","-43,521.0","3,966.0","556,122.0","23,496.0","603,609.0","560,088.0"
2025/01,216.0,0.0,106.0,309.0,"11,334.0","21,043.0","8,257.0",391.0,772.0,"7,070.0",216.0,5.0,875.0,364.0,0.0,"41,048.0","1,532.0","49,209.0","16,287.0","25,129.0","1,174.0","10,086.0","7,092.0","50,741.0","46,622.0","13,536.0",379.0,"63,800.0",-98.0,"50,642.0","64,178.0"
2025/02,482.0,0.0,216.0,739.0,"21,779.0","44,111.0","21,347.0","1,419.0","4,098.0","13,676.0",482.0,17.0,"1,795.0",945.0,0.0,"88,193.0","6,479.0","104,146.0","30,951.0","21,268.0","2,684.0","21,881.0","14,477.0","110,625.0","60,968.0","-13,675.0",608.0,"97,326.0",983.0,"111,608.0","97,934.0"
2025/03,"7,764.0",0.0,343.0,"1,071.0","33,485.0","73,019.0","35,879.0","3,832.0","9,885.0","24,766.0","7,764.0",33.0,"2,692.0","1,297.0",0.0,"143,798.0","15,047.0","179,019.0","55,563.0","24,803.0","4,215.0","32,857.0","24,558.0","194,066.0","93,294.0","-50,034.0",751.0,"150,709.0","7,427.0","201,493.0","151,460.0"
2025/04,"8,029.0",0.0,417.0,"1,163.0","44,852.0","92,465.0","44,472.0","4,706.0","11,369.0","31,369.0","8,029.0",51.0,"2,980.0","1,448.0",0.0,"183,369.0","17,575.0","225,747.0","74,597.0","48,243.0","7,767.0","44,510.0","31,983.0","243,323.0","142,209.0","-31,238.0","1,032.0","218,702.0","7,649.0","250,971.0","219,734.0"
2025/05,"8,287.0",0.0,453.0,"1,457.0","56,065.0","110,599.0","52,085.0","5,829.0","14,099.0","37,974.0","8,287.0",81.0,"3,187.0","1,605.0",0.0,"220,659.0","21,615.0","270,107.0","100,457.0","48,710.0","9,009.0","50,797.0","41,003.0","291,722.0","172,349.0","-35,502.0","1,292.0","264,149.0","9,222.0","300,943.0","265,441.0"
2025/06,"14,008.0",0.0,625.0,"1,591.0","68,714.0","132,182.0","62,334.0","6,612.0","18,220.0","50,987.0","14,008.0",140.0,"3,428.0","1,847.0",0.0,"265,445.0","26,818.0","333,868.0","110,289.0","51,793.0","11,729.0","63,248.0","48,611.0","360,686.0","190,007.0","-68,595.0","1,489.0","301,866.0","11,264.0","371,950.0","303,355.0"
2025/07,"14,301.0",0.0,693.0,"1,648.0","81,733.0","157,115.0","66,820.0","7,150.0","18,859.0","56,759.0","14,301.0",164.0,"3,616.0","2,007.0",0.0,"308,009.0","28,180.0","382,685.0","124,578.0","76,037.0","13,384.0","74,472.0","56,034.0","410,865.0","232,629.0","-57,488.0","1,795.0","363,135.0","11,554.0","422,419.0","364,930.0"
2025/08,"14,514.0",0.0,744.0,"1,825.0","92,398.0","175,962.0","68,927.0","7,635.0","19,620.0","62,499.0","14,514.0",192.0,"3,827.0","2,067.0",0.0,"339,855.0","29,514.0","420,695.0","150,065.0","74,354.0","15,172.0","82,697.0","64,088.0","450,209.0","260,808.0","-53,733.0","2,003.0","407,593.0","13,121.0","463,330.0","409,596.0"
2025/09,"22,650.0",0.0,813.0,"2,123.0","104,893.0","195,003.0","73,205.0","8,417.0","20,351.0","71,280.0","22,650.0",223.0,"4,409.0","2,131.0",0.0,"376,037.0","31,122.0","474,376.0","171,110.0","78,697.0","16,666.0","92,305.0","71,724.0","505,499.0","289,601.0","-63,485.0","2,180.0","453,630.0","13,797.0","519,295.0","455,810.0"
2025/10,"22,912.0",0.0,"1,625.0","2,207.0","117,114.0","210,889.0","75,524.0","9,077.0","20,941.0","76,018.0","22,912.0",248.0,"4,933.0","2,183.0",0.0,"407,360.0","32,449.0","511,223.0","185,618.0","101,860.0","18,053.0","100,600.0","79,350.0","543,672.0","330,697.0","-43,978.0","2,433.0","510,647.0","13,387.0","557,058.0","513,080.0"
